Member_Name,Date,Item
2040,06/04/2015,herb quark
4049,01/08/2015,herb quark
1509,04/11/2015,herb quark
4679,10/11/2015,herb quark
4030,04/07/2015,herb quark
3308,19/08/2015,herb quark
3790,28/10/2015,herb quark
2431,18/07/2015,herb quark
4120,01/12/2015,herb quark
2460,27/10/2015,herb quark
2592,20/03/2015,herb quark
4022,24/04/2015,herb quark
3465,15/01/2015,herb quark
3276,23/02/2015,herb quark
4494,02/11/2015,herb quark
1170,01/12/2015,herb quark
2237,09/02/2015,herb quark
2848,15/11/2015,herb quark
1116,23/07/2015,herb quark
3629,13/04/2015,herb quark
1853,03/02/2015,herb quark
3334,03/05/2015,herb quark
2664,20/09/2015,herb quark
3002,22/01/2015,herb quark
2977,16/11/2015,herb quark
4741,25/02/2015,herb quark
4260,16/11/2015,herb quark
2606,26/01/2015,herb quark
3881,02/04/2015,herb quark
3050,06/05/2015,herb quark
4858,15/02/2015,citrus fruit
1270,03/02/2015,citrus fruit
3472,06/02/2015,citrus fruit
2190,11/10/2015,citrus fruit
4344,06/05/2015,citrus fruit
2206,21/03/2015,citrus fruit
2743,13/07/2015,citrus fruit
3581,25/12/2015,citrus fruit
3458,27/04/2015,citrus fruit
2314,06/09/2015,citrus fruit
1737,23/01/2015,citrus fruit
2234,15/07/2015,citrus fruit
4235,26/04/2015,citrus fruit
4455,04/01/2015,citrus fruit
2171,28/07/2015,citrus fruit
1424,09/10/2015,citrus fruit
4799,22/04/2015,citrus fruit
2356,31/08/2015,citrus fruit
3493,02/02/2015,citrus fruit
4907,21/04/2015,citrus fruit
1732,09/03/2015,citrus fruit
3240,01/01/2015,citrus fruit
2483,28/10/2015,citrus fruit
1159,14/06/2015,citrus fruit
2524,10/09/2015,citrus fruit
4308,24/01/2015,citrus fruit
1305,24/05/2015,citrus fruit
3814,21/07/2015,citrus fruit
4486,09/11/2015,citrus fruit
2997,30/12/2015,citrus fruit
3922,28/08/2015,citrus fruit
4692,27/10/2015,citrus fruit
4776,08/08/2015,citrus fruit
3462,15/11/2015,citrus fruit
2830,22/06/2015,citrus fruit
1861,12/08/2015,citrus fruit
2680,11/08/2015,citrus fruit
1242,04/04/2015,citrus fruit
3883,05/10/2015,citrus fruit
4015,27/03/2015,citrus fruit
2390,21/08/2015,citrus fruit
2500,06/12/2015,citrus fruit
1901,04/05/2015,citrus fruit
3703,16/06/2015,citrus fruit
3124,09/04/2015,citrus fruit
2684,11/01/2015,citrus fruit
2212,16/04/2015,citrus fruit
3176,01/08/2015,citrus fruit
2053,21/09/2015,citrus fruit
4182,18/06/2015,citrus fruit
2165,06/09/2015,citrus fruit
3682,02/01/2015,citrus fruit
3198,08/05/2015,citrus fruit
1170,09/10/2015,citrus fruit
3634,10/12/2015,citrus fruit
3089,16/02/2015,citrus fruit
2985,29/05/2015,citrus fruit
3140,11/02/2015,citrus fruit
2169,21/10/2015,citrus fruit
2910,19/07/2015,citrus fruit
3199,24/12/2015,citrus fruit
4441,09/11/2015,citrus fruit
2205,07/03/2015,citrus fruit
2882,25/06/2015,citrus fruit
2757,16/12/2015,citrus fruit
4315,26/04/2015,citrus fruit
2074,10/04/2015,citrus fruit
2247,31/05/2015,citrus fruit
2650,11/05/2015,citrus fruit
3273,26/09/2015,citrus fruit
2361,27/02/2015,citrus fruit
1120,14/07/2015,citrus fruit
2729,06/01/2015,citrus fruit
1811,18/03/2015,citrus fruit
4134,14/06/2015,citrus fruit
3386,03/02/2015,citrus fruit
4125,21/03/2015,citrus fruit
2766,19/08/2015,citrus fruit
1997,26/10/2015,citrus fruit
2800,17/03/2015,citrus fruit
2023,31/08/2015,citrus fruit
3987,17/06/2015,citrus fruit
2282,11/05/2015,citrus fruit
1431,07/11/2015,citrus fruit
2952,11/08/2015,citrus fruit
2625,22/03/2015,citrus fruit
1928,15/08/2015,citrus fruit
1527,20/04/2015,citrus fruit
4292,18/08/2015,citrus fruit
4299,08/02/2015,citrus fruit
3025,21/04/2015,citrus fruit
4592,13/07/2015,citrus fruit
2889,20/01/2015,citrus fruit
2833,14/08/2015,citrus fruit
1987,15/10/2015,citrus fruit
4240,18/09/2015,citrus fruit
3307,06/10/2015,citrus fruit
2410,18/11/2015,citrus fruit
4112,14/02/2015,citrus fruit
3026,01/01/2015,citrus fruit
4190,04/04/2015,citrus fruit
3588,05/05/2015,citrus fruit
3358,21/02/2015,citrus fruit
3481,03/08/2015,citrus fruit
4291,29/07/2015,citrus fruit
3659,21/06/2015,citrus fruit
1623,01/03/2015,citrus fruit
2172,02/03/2015,citrus fruit
3268,13/07/2015,citrus fruit
3222,05/08/2015,citrus fruit
3052,04/07/2015,citrus fruit
3494,04/07/2015,citrus fruit
4571,05/04/2015,citrus fruit
4327,26/04/2015,citrus fruit
1937,19/01/2015,citrus fruit
2476,05/05/2015,citrus fruit
1107,06/05/2015,citrus fruit
4160,12/06/2015,citrus fruit
4335,12/10/2015,citrus fruit
1969,11/02/2015,citrus fruit
1459,18/07/2015,citrus fruit
3122,13/10/2015,citrus fruit
4328,21/07/2015,citrus fruit
2982,25/06/2015,citrus fruit
4744,28/10/2015,citrus fruit
4300,04/04/2015,citrus fruit
3766,07/05/2015,citrus fruit
2348,28/02/2015,citrus fruit
1324,10/07/2015,citrus fruit
2521,03/03/2015,citrus fruit
3354,14/01/2015,citrus fruit
1754,17/09/2015,citrus fruit
3117,30/09/2015,citrus fruit
1154,17/05/2015,citrus fruit
3922,01/04/2015,citrus fruit
3252,22/08/2015,citrus fruit
4536,24/02/2015,citrus fruit
3472,28/02/2015,citrus fruit
2001,03/03/2015,citrus fruit
2070,24/03/2015,citrus fruit
3884,07/04/2015,citrus fruit
2795,06/05/2015,citrus fruit
1336,04/04/2015,citrus fruit
2984,24/02/2015,citrus fruit
4182,12/05/2015,cleaner
3120,20/10/2015,cling film/bags
3037,23/02/2015,cling film/bags
4689,04/06/2015,cling film/bags
4272,06/06/2015,tea
4293,04/08/2015,tea
2288,31/05/2015,tea
3143,24/05/2015,tea
4979,24/04/2015,tea
4700,27/06/2015,tea
3246,24/06/2015,tea
2813,16/07/2015,tea
1590,15/08/2015,tea
4004,19/04/2015,tea
2854,08/02/2015,tea
1659,30/11/2015,tea
3122,02/05/2015,tea
2432,07/07/2015,tea
1081,25/04/2015,tea
1382,29/09/2015,tea
2110,15/05/2015,tea
3850,03/09/2015,tea
4471,28/02/2015,tea
3986,23/07/2015,tea
2971,27/01/2015,tea
1763,13/09/2015,tea
1706,07/03/2015,tea
2028,20/12/2015,tea
2563,29/12/2015,tea
2107,01/03/2015,tea
3462,16/02/2015,tea
1719,10/09/2015,tea
3815,15/09/2015,tea
4682,19/03/2015,tea
3595,17/12/2015,tea
4242,09/12/2015,tea
4878,21/09/2015,tea
3380,11/11/2015,tea
3071,26/03/2015,tea
3044,09/05/2015,tea
4495,20/06/2015,tea
4006,18/12/2015,tea
4916,01/03/2015,tea
3113,05/03/2015,tea
4139,26/11/2015,tea
4541,18/04/2015,tea
4740,10/07/2015,tea
2381,17/05/2015,tea
4675,14/09/2015,tea
1167,16/02/2015,tea
1939,02/07/2015,tea
1222,24/09/2015,condensed milk
1331,07/10/2015,condensed milk
3034,07/05/2015,condensed milk
2792,29/07/2015,condensed milk
1422,31/05/2015,condensed milk
1239,24/01/2015,condensed milk
3862,05/03/2015,condensed milk
1633,09/08/2015,condensed milk
3942,04/04/2015,condensed milk
4351,08/05/2015,baking paper
4891,19/04/2015,cookware
3405,04/03/2015,cookware
4681,28/02/2015,cookware
2690,20/10/2015,cream
1395,07/03/2015,quark
1946,25/01/2015,quark
2229,22/05/2015,quark
2678,28/11/2015,quark
3140,27/08/2015,quark
2111,25/02/2015,quark
2154,15/03/2015,quark
2569,16/07/2015,quark
4598,18/11/2015,quark
1265,07/03/2015,quark
3582,17/06/2015,quark
1654,28/09/2015,quark
2782,09/04/2015,quark
2690,04/11/2015,quark
2007,23/11/2015,quark
4388,19/02/2015,quark
2238,20/03/2015,quark
2721,10/08/2015,quark
3221,13/01/2015,quark
2238,09/03/2015,quark
3724,26/11/2015,quark
2449,08/07/2015,quark
3427,28/04/2015,quark
4090,26/02/2015,quark
3939,10/02/2015,quark
2504,14/08/2015,quark
3017,28/09/2015,quark
3958,27/10/2015,quark
3584,10/03/2015,quark
2548,25/12/2015,quark
3973,27/07/2015,quark
3838,14/12/2015,quark
1894,09/05/2015,quark
2212,22/09/2015,quark
4289,08/09/2015,quark
1316,26/03/2015,quark
4835,22/05/2015,quark
1649,29/11/2015,quark
1420,08/12/2015,quark
1275,04/06/2015,quark
1916,13/11/2015,quark
3284,19/11/2015,quark
1582,06/08/2015,quark
1382,26/03/2015,quark
2689,30/04/2015,quark
3414,23/10/2015,quark
1373,19/07/2015,quark
4927,19/10/2015,quark
3082,22/05/2015,quark
4015,10/01/2015,quark
4321,08/05/2015,quark
3201,21/01/2015,quark
2709,20/08/2015,quark
1133,03/08/2015,quark
4553,13/06/2015,quark
2079,19/07/2015,quark
3798,04/09/2015,quark
1542,28/04/2015,quark
4598,18/03/2015,quark
3402,06/01/2015,quark
2406,24/10/2015,quark
1047,04/01/2015,quark
1945,05/02/2015,quark
3919,09/02/2015,quark
4827,27/01/2015,quark
3312,24/12/2015,quark
1377,14/03/2015,quark
3014,11/11/2015,quark
3997,19/07/2015,quark
2762,07/11/2015,decalcifier
4463,15/08/2015,decalcifier
4172,08/10/2015,dental care
3922,27/02/2015,vitamins
2046,21/08/2015,vitamins
4996,24/10/2015,vitamins
2976,02/06/2015,vitamins
2941,23/02/2015,vitamins
4863,30/12/2015,vitamins
1847,17/04/2015,vitamins
1029,14/03/2015,vitamins
2007,28/08/2015,vitamins
4180,07/09/2015,vitamins
2532,08/01/2015,vitamins
2762,18/12/2015,vitamins
2100,27/01/2015,vitamins
3128,21/07/2015,vitamins
2937,20/06/2015,vitamins
3092,11/04/2015,vitamins
4277,18/02/2015,vitamins
2310,24/03/2015,vitamins
4240,04/12/2015,vitamins
3803,27/01/2015,vitamins
3999,15/11/2015,vitamins
3568,11/08/2015,vitamins
4104,01/01/2015,vitamins
1293,05/03/2015,vitamins
4537,22/01/2015,vitamins
1788,20/12/2015,vitamins
4364,17/01/2015,vitamins
3178,08/12/2015,vitamins
3968,12/11/2015,vitamins
1225,26/03/2015,vitamins
1245,02/03/2015,vitamins
2800,02/02/2015,vitamins
4359,24/09/2015,vitamins
2612,31/05/2015,vitamins
2179,16/04/2015,vitamins
1780,27/08/2015,vitamins
3039,02/09/2015,vitamins
1093,28/03/2015,vitamins
3508,25/07/2015,vitamins
4389,20/10/2015,detergent
4867,03/02/2015,detergent
2041,17/07/2015,detergent
3653,12/09/2015,detergent
2563,03/08/2015,detergent
4104,30/11/2015,detergent
3783,08/03/2015,detergent
3520,09/11/2015,detergent
1363,21/06/2015,dish cleaner
1112,09/04/2015,dish cleaner
2688,22/11/2015,dish cleaner
1654,29/04/2015,dish cleaner
2100,19/09/2015,dishes
3292,31/07/2015,dishes
4482,07/08/2015,dishes
3671,03/08/2015,dishes
3752,21/08/2015,dishes
4187,09/05/2015,membership
3859,03/08/2015,membership
2271,17/01/2015,membership
4644,25/08/2015,membership
1114,12/03/2015,membership
4645,25/07/2015,ginger
1291,20/03/2015,ginger
3262,11/06/2015,ginger
2707,18/10/2015,ginger
4437,29/11/2015,ginger
4530,12/09/2015,ginger
1774,07/08/2015,ginger
3981,02/10/2015,ginger
3553,01/06/2015,ginger
2348,11/12/2015,ginger
4058,30/12/2015,ginger
2527,11/08/2015,ginger
2008,30/08/2015,ginger
4332,25/10/2015,ginger
2201,22/05/2015,ginger
2044,26/09/2015,ginger
4577,04/11/2015,ginger
4406,01/02/2015,ginger
2632,24/05/2015,ginger
1358,29/12/2015,ginger
4306,26/04/2015,ginger
3312,13/10/2015,ginger
1631,05/02/2015,ginger
1527,30/12/2015,ginger
4640,31/01/2015,ginger
1104,18/03/2015,ginger
4165,10/02/2015,ginger
2256,11/04/2015,ginger
3783,17/06/2015,finished products
3154,22/06/2015,finished products
1688,10/11/2015,finished products
3286,23/12/2015,finished products
3236,09/04/2015,finished products
4416,23/12/2015,finished products
1864,27/09/2015,finished products
3361,21/06/2015,finished products
1952,23/11/2015,finished products
3981,25/12/2015,finished products
4371,21/06/2015,finished products
4144,01/04/2015,finished products
3687,22/12/2015,finished products
2841,20/12/2015,finished products
3011,22/06/2015,finished products
1449,26/01/2015,finished products
1320,19/01/2015,finished products
1239,25/07/2015,finished products
1913,18/08/2015,finished products
1595,20/06/2015,finished products
4330,22/06/2015,finished products
2960,17/02/2015,finished products
3894,06/11/2015,finished products
2964,11/08/2015,finished products
3882,23/04/2015,finished products
1281,02/06/2015,finished products
1777,08/07/2015,finished products
1024,10/08/2015,salt
2157,29/10/2015,salt
2890,26/04/2015,salt
4267,10/10/2015,salt
4353,24/08/2015,salt
4293,24/08/2015,salt
1051,10/11/2015,salt
4102,15/07/2015,salt
4628,10/12/2015,salt
4750,21/09/2015,salt
4896,24/10/2015,salt
4875,13/09/2015,salt
2983,11/09/2015,salt
3385,22/06/2015,salt
4809,04/02/2015,salt
1997,21/07/2015,kale
4177,13/04/2015,kale
2436,12/04/2015,kale
1711,18/06/2015,kale
2635,11/06/2015,kale
1295,23/07/2015,kale
1127,14/01/2015,kale
3779,15/09/2015,kale
1075,19/11/2015,kale
1211,10/03/2015,kale
3954,21/01/2015,kale
4064,05/06/2015,kale
4313,28/07/2015,kale
4914,12/04/2015,kale
1411,20/02/2015,kale
3375,26/04/2015,kale
2082,07/04/2015,kale
4964,18/07/2015,kale
3206,13/10/2015,kale
3254,10/09/2015,kale
2810,30/12/2015,kale
3429,26/04/2015,kale
2996,26/09/2015,kale
1834,17/09/2015,kale
2480,20/09/2015,kale
1054,04/10/2015,kale
2231,17/10/2015,kale
1518,11/12/2015,kale
1001,20/01/2015,kale
1771,23/03/2015,kale
3054,23/02/2015,kale
4486,02/12/2015,kale
1623,02/11/2015,kale
2254,24/01/2015,kale
3687,18/03/2015,kale
2294,23/09/2015,kale
4531,29/05/2015,kale
2957,12/04/2015,kale
3872,19/03/2015,kale
4523,28/10/2015,kale
3343,10/05/2015,kale
2760,08/08/2015,kale
1065,13/11/2015,kale
2207,08/04/2015,kale
2374,08/06/2015,kale
2524,17/10/2015,kale
3054,22/03/2015,kale
3084,26/10/2015,kale
1072,23/10/2015,kale
4566,27/07/2015,kale
4683,15/01/2015,kale
3591,20/07/2015,kale
3511,26/08/2015,kale
2068,07/06/2015,kale
4646,14/06/2015,kale
3178,21/10/2015,kale
1335,16/01/2015,kale
3306,22/09/2015,kale
1515,05/07/2015,kale
2564,14/07/2015,kale
4711,17/09/2015,kale
4249,04/08/2015,kale
4632,30/09/2015,kale
3368,09/03/2015,kale
2448,31/08/2015,kale
3175,17/03/2015,kale
1773,17/10/2015,kale
3100,23/05/2015,kale
3673,12/08/2015,kale
3479,24/03/2015,kale
2948,16/06/2015,kale
1155,27/12/2015,kale
3841,02/04/2015,kale
1606,11/11/2015,kale
4817,18/03/2015,kale
2107,27/11/2015,kale
3510,02/01/2015,kale
2261,04/04/2015,kale
3413,08/02/2015,kale
4042,17/12/2015,kale
4368,29/01/2015,kale
3094,28/06/2015,kale
2940,18/10/2015,kale
2928,22/09/2015,kale
3525,14/02/2015,kale
2707,12/06/2015,kale
4448,06/01/2015,kale
4597,13/07/2015,kale
4274,30/09/2015,kale
3153,08/10/2015,kale
2691,07/09/2015,kale
4523,24/08/2015,kale
3960,20/06/2015,kale
2950,07/02/2015,kale
2263,02/07/2015,kale
1491,18/06/2015,kale
1371,11/05/2015,kale
2727,30/09/2015,kale
2771,26/08/2015,kale
2492,10/04/2015,kale
4727,21/11/2015,kale
4296,24/01/2015,kale
2840,24/03/2015,kale
4605,23/10/2015,kale
1967,03/09/2015,kale
4719,22/08/2015,kale
2447,15/10/2015,kale
4838,31/01/2015,kale
1378,12/10/2015,kale
2076,04/12/2015,kale
4079,17/08/2015,kale
1844,13/11/2015,kale
1207,14/11/2015,kale
3471,14/01/2015,kale
4163,30/05/2015,kale
2234,24/12/2015,kale
4275,05/07/2015,kale
2749,22/06/2015,kale
1092,09/10/2015,kale
3629,11/01/2015,kale
2495,04/07/2015,kale
1430,17/12/2015,kale
2255,27/04/2015,kale
3282,22/06/2015,kale
1012,03/10/2015,kale
3882,19/10/2015,kale
2369,08/09/2015,kale
1355,19/09/2015,kale
4759,20/02/2015,kale
3543,11/10/2015,kale
2433,23/08/2015,kale
3691,08/08/2015,kale
1757,15/06/2015,kale
3051,29/11/2015,kale
2086,09/03/2015,kale
4981,10/01/2015,kale
3957,15/05/2015,kale
1884,11/12/2015,kale
3517,11/12/2015,kale
1347,15/09/2015,kale
4636,10/04/2015,kale
2952,25/11/2015,kale
2171,19/06/2015,kale
1659,07/08/2015,kale
2650,22/11/2015,kale
1116,29/11/2015,kale
3021,30/01/2015,kale
2784,19/03/2015,kale
2433,27/12/2015,kale
2072,28/11/2015,kale
2964,05/02/2015,kale
3974,05/03/2015,kale
3050,21/06/2015,kale
4747,24/08/2015,kale
2117,07/11/2015,kale
3915,21/01/2015,kale
4238,08/03/2015,kale
2377,16/04/2015,kale
2070,16/07/2015,kale
4573,10/10/2015,kale
1827,02/05/2015,kale
3275,18/06/2015,kale
2063,08/11/2015,kale
2654,17/08/2015,kale
3654,16/12/2015,kale
1474,29/07/2015,kale
3698,24/08/2015,kale
2630,15/02/2015,kale
4378,04/05/2015,kale
2879,26/05/2015,kale
4765,01/07/2015,kale
3352,02/07/2015,kale
4992,01/03/2015,kale
2609,26/08/2015,kale
4942,23/11/2015,kale
3886,18/11/2015,kale
1049,05/09/2015,kale
3966,01/06/2015,kale
4834,27/04/2015,kale
1345,21/07/2015,kale
1997,06/06/2015,kale
3165,18/08/2015,kale
4405,22/07/2015,kale
2022,05/02/2015,kale
2961,27/05/2015,kale
4352,14/04/2015,kale
2738,09/11/2015,kale
2366,18/01/2015,kale
3718,26/02/2015,kale
4796,10/06/2015,kale
4832,03/12/2015,kale
2210,13/01/2015,kale
2706,22/03/2015,kale
3751,01/01/2015,kale
1562,11/05/2015,kale
4403,20/09/2015,kale
4667,19/07/2015,kale
2719,30/05/2015,kale
4508,07/10/2015,kale
1277,02/03/2015,kale
2825,14/08/2015,kale
2034,11/10/2015,kale
2324,14/05/2015,kale
1220,29/12/2015,kale
4560,03/07/2015,kale
1763,03/12/2015,kale
1729,01/08/2015,kale
2295,28/12/2015,kale
4179,21/03/2015,kale
4338,06/09/2015,kale
1574,12/02/2015,kale
4526,24/08/2015,kale
4593,12/02/2015,kale
2100,13/10/2015,kale
2515,22/07/2015,kale
4078,25/04/2015,kale
1439,13/08/2015,kale
3557,02/02/2015,kale
3331,19/05/2015,kale
2704,18/11/2015,kale
3369,22/02/2015,kale
4113,13/08/2015,kale
1883,26/05/2015,kale
1873,22/02/2015,kale
4102,23/09/2015,kale
1536,05/01/2015,kale
4334,12/10/2015,kale
2106,24/11/2015,kale
4699,01/08/2015,kale
2011,22/03/2015,kale
3984,03/02/2015,kale
3637,25/11/2015,kale
4486,23/10/2015,kale
3242,23/02/2015,kale
2271,16/06/2015,kale
1729,23/07/2015,kale
3878,28/07/2015,kale
4493,29/10/2015,kale
3031,30/08/2015,kale
4852,29/06/2015,kale
1505,27/10/2015,kale
2327,18/03/2015,kale
3604,14/03/2015,kale
3088,03/12/2015,kale
2184,23/01/2015,kale
2051,11/09/2015,kale
4671,15/07/2015,kale
1943,14/01/2015,kale
3262,08/12/2015,kale
4495,08/04/2015,kale
4043,21/01/2015,kale
1312,18/05/2015,kale
2202,24/06/2015,kale
3267,18/01/2015,kale
2458,23/08/2015,kale
4087,26/08/2015,kale
4677,15/10/2015,kale
3488,19/08/2015,kale
1403,15/05/2015,kale
4031,03/01/2015,kale
4178,22/01/2015,kale
1639,10/10/2015,kale
1584,11/03/2015,kale
2654,22/09/2015,kale
3923,27/01/2015,kale
2642,01/04/2015,kale
1711,22/11/2015,kale
2253,21/07/2015,kale
3604,18/05/2015,kale
1551,11/08/2015,kale
4068,10/01/2015,kale
3454,17/12/2015,kale
3251,26/12/2015,kale
3593,27/08/2015,kale
4123,14/12/2015,kale
1443,04/03/2015,kale
4780,05/04/2015,kale
1608,21/02/2015,kale
2006,08/12/2015,kale
2029,08/07/2015,kale
1807,18/12/2015,kale
3306,29/12/2015,kale
1475,17/12/2015,kale
2990,29/06/2015,kale
2633,14/02/2015,kale
1076,14/05/2015,kale
2100,05/07/2015,kale
2961,16/11/2015,kale
4323,26/03/2015,kale
3409,11/12/2015,kale
3205,11/12/2015,kale
4190,24/12/2015,kale
2139,16/04/2015,kale
2535,10/11/2015,kale
3832,17/07/2015,kale
3709,08/09/2015,kale
4800,24/12/2015,kale
3513,29/08/2015,kale
2946,24/05/2015,kale
4169,19/03/2015,kale
2178,20/12/2015,kale
4573,28/05/2015,kale
3391,21/12/2015,kale
2260,27/06/2015,kale
4778,24/01/2015,kale
1517,01/03/2015,kale
2443,12/01/2015,kale
3911,15/02/2015,kale
4691,12/10/2015,reis
1833,24/07/2015,reis
3892,20/07/2015,reis
2122,07/04/2015,reis
3508,28/02/2015,reis
1654,09/11/2015,reis
4207,17/03/2015,reis
2340,07/10/2015,reis
3311,01/07/2015,reis
2555,05/12/2015,reis
3604,15/04/2015,reis
3036,12/07/2015,reis
1372,25/06/2015,reis
1494,25/06/2015,reis
2507,30/12/2015,reis
4445,20/05/2015,reis
4533,21/05/2015,reis
4513,04/11/2015,reis
1603,30/09/2015,reis
2641,01/01/2015,reis
2969,28/09/2015,reis
2563,06/01/2015,reis
3647,03/03/2015,reis
2785,01/02/2015,reis
2103,11/03/2015,reis
1013,02/07/2015,reis
4280,02/05/2015,reis
4059,07/05/2015,reis
2018,04/01/2015,reis
2419,22/08/2015,reis
2117,28/03/2015,reis
2202,28/09/2015,reis
3402,11/04/2015,reis
3694,27/10/2015,reis
3416,15/11/2015,reis
2672,17/01/2015,reis
2632,16/01/2015,reis
1623,18/01/2015,reis
1787,31/10/2015,reis
2176,08/08/2015,reis
3504,20/05/2015,reis
4430,02/12/2015,reis
3044,29/09/2015,reis
4875,12/05/2015,reis
2665,13/04/2015,reis
3764,24/07/2015,reis
1919,18/08/2015,reis
2600,29/04/2015,reis
4217,18/12/2015,reis
3483,15/01/2015,reis
2884,04/01/2015,reis
1502,31/10/2015,reis
1371,22/01/2015,reis
4574,03/10/2015,reis
2927,03/02/2015,reis
4292,05/12/2015,reis
4360,23/02/2015,reis
1240,14/04/2015,reis
2474,09/02/2015,reis
1489,07/03/2015,reis
2574,11/12/2015,reis
1562,22/01/2015,reis
1874,29/07/2015,reis
4660,10/07/2015,reis
3664,04/05/2015,reis
4467,22/11/2015,reis
1959,30/03/2015,fruit/vegetable juice
1905,21/02/2015,fruit/vegetable juice
4152,15/04/2015,fruit/vegetable juice
2188,15/08/2015,fruit/vegetable juice
1302,29/09/2015,fruit/vegetable juice
3284,23/01/2015,fruit/vegetable juice
3161,08/11/2015,fruit/vegetable juice
4393,24/11/2015,fruit/vegetable juice
4457,03/09/2015,fruit/vegetable juice
4115,20/03/2015,fruit/vegetable juice
2236,03/02/2015,fruit/vegetable juice
1026,15/03/2015,fruit/vegetable juice
4149,20/03/2015,fruit/vegetable juice
4608,25/11/2015,fruit/vegetable juice
2548,16/11/2015,fruit/vegetable juice
3491,06/06/2015,fruit/vegetable juice
3430,16/04/2015,fruit/vegetable juice
4582,13/11/2015,fruit/vegetable juice
3746,17/08/2015,paper
4417,25/02/2015,paper
4429,21/07/2015,paper
3635,04/09/2015,paper
3810,07/05/2015,paper
3181,13/12/2015,paper
1245,24/09/2015,paper
1119,04/02/2015,paper
4524,05/07/2015,paper
4441,05/05/2015,paper
3679,27/11/2015,paper
1566,30/04/2015,paper
2243,15/09/2015,paper
1581,13/08/2015,paper
2859,11/02/2015,paper
1231,28/06/2015,paper
2041,24/09/2015,paper
1892,20/11/2015,paper
2918,04/11/2015,paper
2990,11/07/2015,paper
2743,24/03/2015,paper
1204,11/04/2015,paper
3438,27/12/2015,paper
1098,12/11/2015,paper
3416,07/07/2015,paper
4563,14/05/2015,paper
2879,18/04/2015,paper
2978,05/06/2015,lime
2185,11/10/2015,lime
2794,18/07/2015,lime
2206,17/10/2015,lime
4392,28/11/2015,lime
2715,06/07/2015,lime
1455,18/03/2015,lime
4108,12/05/2015,lime
2936,08/06/2015,lime
3557,20/07/2015,lime
4826,28/01/2015,lime
4742,11/01/2015,lime
3622,28/12/2015,lime
2294,22/06/2015,lime
2454,06/04/2015,lime
3913,19/02/2015,lime
4890,03/07/2015,lime
4295,17/07/2015,lime
4641,29/11/2015,lime
3518,01/08/2015,lime
4537,01/01/2015,lime
4648,14/09/2015,lime
1606,10/03/2015,lime
4267,16/06/2015,lime
3410,29/10/2015,lime
3202,29/09/2015,lime
4781,22/11/2015,lime
1452,09/05/2015,lime
2128,20/06/2015,lime
1616,19/01/2015,lime
1621,20/02/2015,lime
2184,07/12/2015,lime
1801,12/06/2015,lime
2947,28/04/2015,lime
4280,06/12/2015,lime
4411,22/07/2015,lime
1949,06/03/2015,lime
1540,23/02/2015,lime
1230,19/05/2015,lime
3433,19/05/2015,lime
3180,06/02/2015,lime
1237,09/04/2015,lime
2601,26/03/2015,lime
3822,27/05/2015,lime
2573,03/01/2015,lime
1656,14/02/2015,lime
2286,21/11/2015,lime
1460,13/01/2015,lime
1405,28/02/2015,lime
2918,08/04/2015,lime
1888,10/04/2015,lime
1889,28/08/2015,lime
1315,07/11/2015,lime
1391,21/08/2015,lime
1830,16/01/2015,lime
3586,24/05/2015,lime
3902,29/11/2015,lime
3260,02/12/2015,lime
1785,24/07/2015,lime
1523,28/03/2015,lime
1567,11/04/2015,lime
3837,12/05/2015,lime
4353,12/06/2015,lime
4395,25/02/2015,lime
3996,31/08/2015,lime
4418,13/01/2015,lime
1223,30/11/2015,lime
3773,27/11/2015,lime
2291,20/09/2015,lime
3779,10/11/2015,lime
4746,06/06/2015,lime
1229,20/03/2015,lime
4794,27/10/2015,lime
2747,02/02/2015,lime
3212,18/04/2015,lime
2408,21/06/2015,lime
4262,16/10/2015,artificial sweetener
2267,03/07/2015,artificial sweetener
2914,30/11/2015,artificial sweetener
2473,01/07/2015,artificial sweetener
1117,24/05/2015,artificial sweetener
4134,06/11/2015,artificial sweetener
4118,24/12/2015,artificial sweetener
2454,08/04/2015,artificial sweetener
4778,15/01/2015,artificial sweetener
2042,19/11/2015,artificial sweetener
3102,04/12/2015,artificial sweetener
1827,01/05/2015,artificial sweetener
1839,03/09/2015,artificial sweetener
2196,09/10/2015,artificial sweetener
1120,08/06/2015,artificial sweetener
4746,18/10/2015,artificial sweetener
3120,09/08/2015,artificial sweetener
1050,04/05/2015,artificial sweetener
4890,14/09/2015,artificial sweetener
3471,28/03/2015,artificial sweetener
1144,01/04/2015,artificial sweetener
4148,07/01/2015,artificial sweetener
1767,18/04/2015,artificial sweetener
3532,25/01/2015,artificial sweetener
3500,18/01/2015,artificial sweetener
4647,30/01/2015,artificial sweetener
1278,07/11/2015,artificial sweetener
2574,18/05/2015,artificial sweetener
4877,28/02/2015,artificial sweetener
1241,22/05/2015,artificial sweetener
4161,03/05/2015,artificial sweetener
2047,08/05/2015,artificial sweetener
4223,03/10/2015,artificial sweetener
2021,12/01/2015,artificial sweetener
3522,23/09/2015,artificial sweetener
4372,30/07/2015,artificial sweetener
1128,05/07/2015,artificial sweetener
3584,14/03/2015,artificial sweetener
2406,10/03/2015,artificial sweetener
3794,28/04/2015,artificial sweetener
2736,17/07/2015,artificial sweetener
1622,11/03/2015,artificial sweetener
2235,20/01/2015,artificial sweetener
1834,22/11/2015,artificial sweetener
1351,26/02/2015,artificial sweetener
